Progress,Duration (in seconds),Finished,subID,Bot 1,Bot 2,A1,A2,A3,A4,B1,B2,B3,B4,C1,C2,C3,C4,D1,D2,D3,D4,A Check 1,E1,E2,E3,E4,F1,F2,F3,F4,A Check 2,G1,G2,G3,G4,I1,I2,I3,I4,Q94,Q98,Q100
100,286,1,151,2,4,1,1,2,2,1,2,1,2,2,1,2,1,2,2,1,2,3,2,2,1,1,1,2,2,1,3,1,2,1,2,1,2,2,1,2,27,5
100,668,1,152,2,4,1,7,1,7,4,6,6,2,7,1,1,7,1,7,7,1,3,6,1,6,1,7,1,7,7,3,1,1,1,1,4,7,1,7,1,26,3
100,412,1,153,2,4,2,3,1,3,2,3,1,1,2,3,3,2,2,3,1,2,3,3,2,2,3,1,3,2,1,3,1,3,2,2,3,3,2,2,1,44,1
100,195,1,154,2,4,3,2,2,2,2,3,2,2,2,3,3,1,2,3,3,2,3,3,3,2,2,2,2,3,3,3,3,2,2,3,2,3,2,2,1,38,1
100,269,1,155,2,4,1,7,1,7,2,7,7,1,7,7,7,7,2,7,7,2,3,7,1,7,1,7,1,7,1,3,5,7,5,7,5,7,5,7,1,28,3
100,24,1,156,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,327,1,157,2,4,2,7,1,7,2,7,7,1,7,2,2,6,1,6,6,1,3,7,1,7,2,6,1,6,2,3,5,2,5,3,1,6,1,6,1,33,3
100,257,1,158,2,4,1,7,1,7,1,6,5,1,5,1,1,5,1,3,3,2,3,7,2,7,1,3,1,4,1,3,4,3,3,2,1,6,1,6,1,52,5
100,22,1,159,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,264,1,160,2,4,2,1,2,1,2,1,2,1,1,2,2,3,1,2,2,2,3,1,1,2,2,1,2,1,1,3,1,1,2,2,2,1,2,1,2,27,1
100,313,1,161,2,4,2,7,2,7,2,6,7,2,7,3,2,6,2,7,7,2,3,2,3,6,3,6,2,6,2,3,5,3,5,3,2,7,2,7,2,59,3
100,873,1,162,2,4,2,6,2,6,2,6,6,2,6,2,2,6,2,6,6,2,3,6,2,6,2,6,2,6,2,3,6,2,6,2,3,6,3,6,1,36,3
100,166,1,163,2,4,2,2,3,1,3,1,2,2,2,1,3,2,1,3,2,1,3,2,3,1,1,1,2,2,3,3,3,2,2,1,2,3,2,1,2,39,1
100,316,1,164,2,4,1,7,1,7,1,7,7,1,6,1,1,6,1,5,5,1,3,7,1,7,1,7,1,7,1,3,7,3,7,3,1,7,1,7,1,38,3
100,1083,1,165,2,4,1,7,1,7,2,7,7,1,4,1,2,4,1,7,7,1,3,7,1,7,1,7,1,7,1,3,2,5,2,5,2,6,1,7,2,26,3
100,268,1,166,2,4,1,7,1,7,1,6,6,1,6,1,1,6,1,6,6,1,3,6,1,6,1,7,1,7,1,3,7,1,7,1,1,7,1,7,2,31,3
100,412,1,167,2,4,2,6,2,6,2,6,6,2,6,6,2,6,2,6,6,2,3,6,2,6,2,6,2,6,2,3,6,2,6,2,2,6,2,6,1,38,3
100,534,1,168,2,4,3,2,2,1,4,3,2,3,4,3,2,2,4,3,5,1,3,4,4,3,2,5,6,5,4,3,2,4,3,4,4,3,3,2,1,32,5
100,253,1,169,2,4,2,5,2,4,2,6,5,2,2,2,2,3,2,5,3,2,3,6,2,6,2,6,2,6,2,3,2,2,1,2,1,4,1,4,2,31,3
100,1530,1,170,2,4,2,7,2,7,2,6,6,2,6,1,2,6,2,6,6,1,3,6,2,7,2,6,2,6,2,3,6,2,6,2,2,7,2,7,2,30,1
100,1604,1,171,2,4,4,4,5,5,4,4,5,5,4,5,4,5,5,5,4,3,3,4,4,5,6,5,5,4,4,3,5,4,4,5,5,4,6,4,,,
100,299,1,172,2,4,2,1,1,2,1,2,1,2,2,1,1,2,1,2,1,2,3,1,1,2,2,2,1,2,1,3,2,2,1,1,2,1,1,2,2,27,1
100,345,1,173,2,4,3,6,2,6,3,6,6,4,6,5,2,6,5,4,3,2,3,7,3,6,4,6,5,3,2,3,3,3,2,2,5,5,3,3,1,32,4
100,321,1,174,2,4,1,7,1,7,1,7,7,1,7,1,1,7,1,7,7,1,3,7,1,7,1,1,1,7,1,3,1,1,1,1,1,7,1,7,2,51,3
100,617,1,175,2,4,1,6,6,6,2,6,6,6,2,2,5,4,5,3,2,2,3,3,2,6,6,6,2,6,6,3,2,2,4,6,6,6,4,3,2,37,1
100,280,1,176,2,4,1,7,1,7,1,7,7,1,6,2,2,6,1,6,6,1,3,6,1,7,1,7,1,7,1,3,5,1,5,1,1,7,1,7,1,24,6
100,181,1,177,2,4,2,7,2,7,2,6,6,2,6,2,2,6,2,6,6,2,3,6,2,6,2,6,2,6,2,3,3,2,3,1,2,6,2,6,1,22,3
100,446,1,178,2,4,1,7,1,7,1,7,7,1,4,1,1,4,7,7,4,1,3,7,1,7,1,7,1,7,1,3,1,1,1,1,7,7,1,7,2,30,3
100,372,1,179,2,4,1,7,1,7,1,7,7,1,7,1,1,7,1,7,7,1,3,7,1,7,1,7,1,7,1,3,5,1,3,1,1,7,1,7,1,39,2
100,236,1,180,2,4,2,1,2,2,1,1,1,2,1,2,1,1,2,1,2,1,3,1,2,2,1,1,2,2,3,3,2,1,1,2,1,1,2,2,1,30,1
100,334,1,181,2,4,1,7,1,7,2,7,7,2,7,1,2,7,2,7,7,2,3,7,1,7,1,7,1,7,1,3,7,2,7,2,1,7,1,7,1,25,3
100,154,1,182,2,4,1,7,1,7,1,7,7,1,7,1,1,7,1,7,7,1,3,7,1,7,1,7,1,7,1,3,7,1,7,1,1,7,1,7,1,29,3
100,797,1,183,2,4,1,7,1,7,1,3,7,1,1,1,1,2,2,4,4,3,3,1,1,1,1,7,7,7,1,3,1,1,1,1,2,7,1,5,1,40,3
100,153,1,184,2,4,1,7,1,7,4,7,1,4,5,7,4,3,1,4,1,1,3,4,2,2,2,5,4,3,5,3,1,4,6,2,4,4,6,7,1,33,3
100,298,1,185,2,4,1,7,1,7,1,7,7,1,7,1,1,7,1,7,7,1,3,7,1,7,1,7,1,7,1,3,7,1,7,1,1,7,1,7,1,42,3
100,525,1,186,2,4,1,7,2,7,6,7,7,2,7,2,2,2,2,6,7,2,3,7,1,7,2,7,6,6,2,3,1,6,1,2,2,7,1,7,1,31,3
100,324,1,187,2,4,2,1,3,4,2,2,3,1,3,4,1,2,2,2,1,1,3,1,2,1,3,1,1,3,3,3,1,1,3,2,3,1,3,2,1,28,5
100,160,1,188,2,4,1,7,1,7,1,7,7,1,7,1,1,7,1,7,7,1,3,7,1,7,1,7,1,7,1,3,7,1,7,1,1,7,1,7,1,37,3
100,54,1,189,2,4,1,5,7,3,7,3,6,3,5,7,2,3,1,5,7,3,3,3,2,5,2,5,6,7,2,3,5,3,3,3,3,6,7,2,1,29,3
100,435,1,190,2,4,1,2,1,7,1,1,7,1,7,4,1,7,4,5,7,1,3,6,7,7,1,5,4,7,1,3,2,1,5,1,1,7,1,7,1,33,1
100,2787,1,191,2,4,1,7,1,7,1,7,7,1,7,1,1,7,1,1,1,1,3,7,1,7,1,7,1,7,1,3,7,1,7,1,1,7,1,7,1,24,3
100,246,1,192,2,4,2,7,1,7,1,6,6,1,6,3,3,7,3,7,7,2,3,6,2,7,2,7,2,6,2,3,4,6,4,6,1,6,1,7,1,24,3
100,212,1,193,2,4,1,6,1,6,1,6,6,1,6,2,2,6,2,6,6,2,3,6,2,6,2,6,2,6,2,3,2,2,3,2,2,6,2,6,1,29,1
100,182,1,194,2,4,1,7,1,7,1,7,7,1,4,1,1,4,1,4,4,1,3,7,1,7,1,7,1,7,1,3,1,1,1,1,1,7,1,7,1,33,3
100,375,1,195,2,4,1,7,1,7,3,7,6,2,6,1,1,5,1,5,5,1,3,7,1,7,2,7,1,7,1,3,3,3,3,3,4,7,2,7,2,30,3
100,224,1,196,2,4,2,3,1,7,1,6,6,1,6,2,1,6,2,6,6,1,3,7,2,7,1,7,2,7,1,3,2,2,2,1,2,6,1,6,2,24,3
100,1706,1,197,2,4,2,3,3,5,2,2,6,2,3,3,2,2,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,7,2,6,1,69,3
100,326,1,198,2,4,1,7,1,7,1,7,7,1,7,1,1,7,1,7,7,1,3,7,1,7,1,7,1,7,1,3,7,1,7,1,1,7,1,7,2,30,6
100,318,1,199,2,4,1,7,1,7,7,7,7,1,1,1,1,7,1,1,7,1,3,7,1,7,1,7,1,7,1,3,1,1,1,1,7,7,1,7,1,25,3
100,473,1,200,2,4,1,7,1,7,1,7,7,1,7,1,1,7,1,7,7,1,3,7,1,7,1,7,1,7,1,3,7,1,7,1,1,7,1,7,2,34,3
100,353,1,201,2,4,1,7,1,7,1,7,6,1,6,1,1,6,1,7,7,1,3,7,1,7,1,7,1,6,1,3,2,2,2,1,1,7,1,7,2,31,2
100,251,1,202,2,4,6,4,5,7,6,4,5,2,5,6,3,2,5,4,6,2,3,2,1,3,4,3,3,3,1,3,5,3,1,5,6,2,2,3,1,22,3
100,197,1,203,2,4,2,1,2,1,1,2,2,1,2,2,2,1,1,1,2,3,3,2,1,2,3,1,2,1,2,3,3,2,2,1,1,2,3,1,1,30,1
100,409,1,204,2,4,2,6,2,6,2,6,7,1,6,3,1,6,1,6,6,1,3,6,2,7,1,5,2,6,1,3,6,2,5,1,2,6,2,6,1,55,3
100,517,1,205,2,4,1,7,1,7,1,7,7,1,2,1,1,6,1,1,1,1,3,7,1,7,1,7,1,7,1,3,7,1,7,1,1,7,1,7,2,68,3
100,366,1,206,2,4,2,7,2,7,2,6,6,2,6,6,2,6,2,6,6,2,3,6,2,6,2,6,2,6,2,3,2,2,2,2,6,7,2,6,2,60,3
100,586,1,207,2,4,1,7,1,7,2,7,6,1,7,1,1,7,1,6,4,1,3,7,1,7,1,7,1,7,1,3,2,2,2,2,1,7,1,7,1,28,1
100,454,1,208,2,4,3,3,2,2,2,2,2,1,1,2,1,2,2,1,2,2,3,2,1,2,2,2,1,2,2,3,2,2,1,2,2,1,2,2,1,33,1
100,250,1,209,2,4,2,6,2,7,2,6,6,2,6,3,3,6,2,6,6,2,3,7,2,7,2,7,1,7,1,3,5,2,5,2,2,6,2,6,2,38,3
100,569,1,210,2,4,1,7,1,7,1,7,7,1,6,2,2,6,1,5,5,1,3,7,1,7,1,7,7,7,1,3,6,1,2,1,1,7,1,7,1,41,3
100,151,1,211,2,4,2,6,2,6,2,6,5,2,6,2,2,5,2,5,6,2,3,6,2,6,2,6,2,6,2,3,2,2,2,2,2,6,2,6,1,37,3
100,74,1,212,2,4,4,3,4,4,3,4,4,4,4,3,4,3,4,4,3,3,3,4,3,3,3,4,4,3,5,3,4,3,3,4,5,3,4,2,1,35,3
100,1688,1,213,2,4,2,1,2,7,3,5,6,4,5,2,2,3,3,4,5,3,3,6,2,7,1,7,1,6,2,3,6,4,5,3,5,5,3,5,2,41,3
100,406,1,214,2,4,2,6,2,6,3,6,6,2,6,2,2,6,3,5,5,2,3,6,2,6,2,6,2,6,2,3,6,2,6,2,3,6,2,5,2,35,3
100,225,1,215,2,4,2,6,2,6,2,6,6,2,6,2,2,6,2,6,6,2,3,6,2,6,2,6,2,6,2,3,3,2,3,2,2,6,2,6,1,26,1
100,504,1,216,2,4,1,7,1,7,1,7,7,1,4,1,1,4,1,7,7,1,3,7,1,7,1,7,1,7,1,3,1,1,1,1,1,7,1,7,2,34,3
100,258,1,217,2,4,1,7,1,7,3,7,7,1,7,1,1,7,1,7,7,1,3,7,1,7,1,7,1,7,1,3,6,2,6,2,1,7,1,7,1,34,3
100,3584,1,218,2,4,7,3,7,5,1,5,7,1,1,7,6,1,3,5,3,1,3,3,2,1,1,7,2,2,7,3,1,1,4,2,1,2,7,2,2,40,3
100,1366,1,219,2,4,2,1,2,1,3,7,7,3,7,2,2,7,1,7,7,1,3,6,2,7,2,7,1,7,1,3,4,2,4,2,1,7,1,6,2,31,1
100,292,1,220,2,4,6,6,2,6,2,6,6,2,4,2,2,6,2,3,2,2,3,6,2,4,2,6,2,6,2,3,2,4,2,4,2,6,2,6,1,22,3
100,2744,1,221,2,4,1,7,1,7,1,7,7,1,7,1,1,1,1,7,2,1,3,7,1,7,1,7,1,7,1,3,3,1,4,1,1,7,1,7,2,27,3
100,309,1,222,2,4,1,7,1,7,6,7,7,1,7,1,1,7,1,7,7,1,3,7,1,7,1,7,1,7,1,3,1,1,1,1,1,7,1,7,1,34,3
100,330,1,223,2,4,1,7,1,7,1,7,7,1,7,1,1,7,1,7,7,1,3,7,1,7,1,7,1,7,1,3,1,2,1,3,1,7,1,7,2,32,3
100,4234,1,224,2,4,1,3,2,3,3,4,6,1,5,3,5,2,2,2,2,3,3,1,6,3,5,1,5,1,1,3,4,5,7,3,1,1,5,7,2,30,3
100,330,1,225,2,4,2,7,2,7,2,7,7,2,6,2,2,6,2,6,6,2,3,6,2,6,2,7,2,7,2,3,2,3,2,3,2,7,2,7,1,35,3
100,510,1,226,2,4,2,6,2,6,2,6,6,2,6,2,2,6,2,6,6,2,3,6,2,6,2,6,2,6,2,3,6,2,6,2,5,6,5,6,1,32,3
100,324,1,227,2,4,6,6,2,6,2,6,5,1,5,2,3,6,4,3,4,2,3,6,6,5,2,6,2,6,2,3,2,2,2,1,2,6,2,5,2,30,5
100,372,1,228,2,4,1,7,1,7,1,7,7,1,7,1,1,7,1,7,7,1,3,1,1,7,1,7,1,7,1,3,5,3,3,3,2,7,2,7,2,38,3
98,356,0,229,2,4,2,2,2,6,2,6,6,2,6,2,2,6,2,6,6,2,3,6,2,6,2,6,6,6,2,3,6,2,6,2,2,6,2,6,1,51,3
98,263,0,230,2,4,1,7,1,7,1,7,7,1,7,1,1,7,1,7,7,1,3,7,1,7,1,7,1,7,1,3,7,1,7,1,1,7,1,7,1,52,3
90,31,0,231,2,4,7,1,1,2,7,2,7,1,6,2,1,2,4,1,1,5,1,6,3,1,3,2,6,2,1,1,7,1,1,2,2,1,7,2,,,
98,628,0,232,2,4,1,7,1,7,1,7,7,1,6,1,1,6,1,7,7,1,3,7,1,7,1,7,1,7,1,3,6,1,5,1,5,5,1,5,2,40,3
98,217,0,233,2,4,1,7,1,7,1,7,7,1,7,1,1,7,1,7,7,1,3,7,1,7,1,7,1,7,1,3,1,5,1,6,2,7,2,7,3,29,5
98,221,0,234,2,4,4,6,2,7,5,6,7,5,5,4,3,6,2,5,4,1,3,5,4,6,3,5,3,6,2,3,4,3,3,2,2,7,3,7,1,26,
98,448,0,235,2,4,2,7,1,7,1,7,7,1,6,2,2,6,1,7,7,1,3,6,2,6,2,7,1,7,1,3,1,1,1,2,1,7,1,7,1,35,3
98,446,0,236,2,4,1,2,1,7,1,7,7,1,7,1,1,6,1,1,7,1,3,7,1,7,1,7,1,7,1,3,1,1,1,1,1,7,1,7,2,31,1
98,298,0,237,2,4,1,7,1,7,2,7,7,2,7,1,1,7,1,7,7,1,3,7,1,7,1,7,1,7,1,3,7,2,7,1,2,7,2,7,1,26,3
98,213,0,238,2,4,1,7,1,7,1,7,7,1,7,1,1,6,1,4,4,1,3,7,1,7,1,4,2,4,2,3,4,1,3,1,4,7,7,7,2,25,3
